840,5.03772,5037720.00 ,150870.2500 ,156890.8400 ,6.12
841,0.831737,831737.00 ,138760.2800 ,153074.0100 ,7.28
842,1.84288,1842880.00 ,138393.6800 ,154240.8900 ,6.72
843,2.09311,2093110.00 ,139465.5100 ,154309.7300 ,6.62
844,0.756723,756723.00 ,137872.6200 ,155016.2100 ,7.66
845,0.377109,377109.00 ,139064.1200 ,155217.4300 ,9.14
846,0.317139,317139.00 ,138015.1800 ,155514.9600 ,10.94
847,1.20173,1201730.00 ,140500.8400 ,155007.6800 ,7.14
848,0.585205,585205.00 ,138793.5200 ,155638.1900 ,9.21
849,0.58307,583070.00 ,139842.8200 ,155778.7000 ,7.36
850,0.540932,540932.00 ,138989.3200 ,156131.4500 ,8.03
851,0.251213,251213.00 ,139881.7800 ,156200.2800 ,10.2
852,1.96525,1965250.00 ,137348.1400 ,155938.4600 ,6.6
853,0.871552,871552.00 ,139202.4500 ,156601.0100 ,7.07
854,6.03257,6032570.00 ,141521.1700 ,156506.1000 ,6.03
855,2.08167,2081670.00 ,143425.7500 ,157339.4000 ,6.45
856,1.48257,1482570.00 ,144718.6800 ,157602.5600 ,6.41
857,2.72525,2725250.00 ,137889.6800 ,157781.6600 ,6.39
858,3.41281,3412810.00 ,136656.2300 ,157553.5500 ,6.32
859,3.89381,3893810.00 ,139713.8100 ,158198.0500 ,6.32
860,2.04518,2045180.00 ,142527.7600 ,158312.9700 ,6.41
861,0.928985,928985.00 ,144512.6700 ,158820.0300 ,7.28
862,0.991851,991851.00 ,135607.1000 ,159148.9200 ,7.36
863,2.34944,2349440.00 ,142990.5500 ,159397.0900 ,6.68
864,0.676652,676652.00 ,144348.8600 ,159828.8200 ,6.62
865,3.82263,3822630.00 ,143385.2200 ,160463.4800 ,5.93
866,2.94285,2942850.00 ,141629.7100 ,160163.6500 ,2.93
867,2.55062,2550620.00 ,140522.9900 ,160396.7500 ,6.93
868,7.33121,7331210.00 ,137404.8000 ,160392.0300 ,6.27
869,3.91183,3911830.00 ,139356.8500 ,160405.1700 ,6.32
870,1.25663,1256630.00 ,145961.7700 ,157814.6700 ,6.42
871,1.13472,1134720.00 ,147221.0600 ,157904.4100 ,5.28
872,0.920252,920252.00 ,149007.8800 ,158255.2300 ,6.26
873,0.984825,984825.00 ,147900.6400 ,158283.6700 ,6.23
874,1.19439,1194390.00 ,150211.9400 ,158547.6400 ,4.06
875,1.1332,1133200.00 ,145488.5900 ,158833.2500 ,7.48
876,0.611854,611854.00 ,148375.7200 ,159294.2600 ,7.39
877,0.87682,876820.00 ,149100.7800 ,159241.6700 ,8.01
878,0.429337,429337.00 ,145614.2600 ,159480.6800 ,8.14
879,3.13677,3136770.00 ,150413.2200 ,159364.6600 ,5.92
880,4.412,4412000.00 ,146987.6800 ,159418.2100 ,8.69
881,1.4624,1462400.00 ,145693.6500 ,160063.0700 ,6.46
882,0.758176,758176.00 ,148723.8400 ,160336.6900 ,7.07
883,2.63654,2636540.00 ,146444.3400 ,161044.5800 ,6.24
884,4.54422,4544220.00 ,149877.2200 ,161091.0400 ,6.26
885,0.847727,847727.00 ,156650.5300 ,160402.7300 ,6.68
886,2.95428,2954280.00 ,154830.0900 ,160255.0500 ,6.73
887,1.038,1038000.00 ,155780.6100 ,161155.0600 ,7.27
888,0.247467,247467.00 ,155973.6900 ,161520.8100 ,11.54
889,0.269078,269078.00 ,155757.6200 ,161698.6300 ,8.7
890,8.70943,8709430.00 ,153146.9700 ,160216.4700 ,6.04
891,3.03517,3035170.00 ,155477.3700 ,162651.1300 ,6.08
892,3.4433,3443300.00 ,164429.8700 ,163489.9700 ,6.17
893,7.17516,7175160.00 ,158431.2500 ,162322.4000 ,6.15
894,10.4593,10459300.00 ,158487.3400 ,164413.3800 ,5.94
895,12.4925,12492500.00 ,154680.7500 ,164650.3300 ,1.33
896,24.2219,24221900.00 ,169251.0600 ,165333.1600 ,3.91
897,10.5661,10566100.00 ,165295.9600 ,166307.4800 ,4.92
898,7.22554,7225540.00 ,157354.7000 ,166956.6600 ,5.94
899,11.9462,11946200.00 ,163428.0200 ,166293.3500 ,6.04
900,12.0177,12017700.00 ,161442.7300 ,165833.1700 ,5.94
